Freq,Posting_ptr,Terms_ptr
1,[52],8396
1,[14],8406
1,[84],8414
1,[43],8422
1,[18],8431
1,[54],8441
2,"[36, 27]",8452
4,"[33, 4, 60, 34]",8461
3,"[36, 16, 18]",8471
22,"[35, 20, 54, 36, 28, 58, 36, 22, 18, 67, 36, 35, 43, 15, 31, 38, 14, 23, 34, 43, 40, 14]",8481
1,[66],8491
4,"[27, 25, 20, 25]",8499
5,"[62, 52, 29, 59, 1]",8505
1,[64],8516
1,[27],8523
1,[41],8532
1,[47],8540
2,"[80, 79]",8550
1,[22],8559
2,"[45, 16]",8567
1,[1],8572
1,[46],8579
1,[79],8583
1,[56],8588
2,"[13, 36]",8597
4,"[67, 58, 53, 61]",8600
1,[67],8606
1,[78],8614
1,[78],8623
3,"[40, 66, 67]",8631
2,"[63, 55]",8641
3,"[53, 31, 59]",8652
1,[52],8662
5,"[36, 27, 31, 32, 0]",8672
1,[49],8682
1,[15],8694
7,"[10, 23, 58, 24, 28, 23, 17]",8699
2,"[3, 36]",8708
4,"[51, 72, 48, 2]",8714
3,"[17, 9, 23]",8720
3,"[72, 72, 74]",8729
1,[21],8738
1,[47],8748
1,[57],8755
3,"[70, 55, 47]",8767
1,[20],8774
1,[44],8785
4,"[57, 26, 57, 57]",8795
2,"[40, 24]",8806
2,"[57, 57]",8815
1,[65],8826
1,[51],8837
1,[5],8847
1,[54],8852
2,"[12, 12]",8859
1,[44],8865
1,[36],8869
3,"[7, 7, 0]",8879
1,[48],8884
4,"[83, 86, 63, 86]",8889
1,[59],8894
1,[37],8905
3,"[41, 1, 22]",8915
1,[50],8923
1,[3],8930
4,"[77, 56, 13, 15]",8937
1,[78],8944
1,[26],8951
3,"[59, 62, 62]",8958
1,[49],8963
1,[78],8971
1,[28],8977
1,[28],8981
1,[57],8991
1,[82],8996
1,[16],8999
1,[3],9008
1,[80],9011
1,[47],9017
1,[86],9024
1,[47],9028
1,[25],9031
2,"[75, 78]",9038
1,[27],9043
1,[83],9046
1,[2],9054
1,[69],9059
1,[51],9066
3,"[79, 79, 79]",9074
1,[58],9080
2,"[36, 58]",9087
1,[76],9093
1,[62],9101
1,[36],9105
2,"[47, 46]",9111
2,"[58, 53]",9119
1,[44],9123
1,[51],9129
1,[30],9131
2,"[77, 77]",9136
1,[65],9141
5,"[51, 51, 68, 17, 36]",9146
6,"[50, 23, 62, 35, 2, 63]",9151
2,"[64, 35]",9155
1,[16],9158
3,"[78, 12, 11]",9164
1,[32],9169
2,"[40, 40]",9174
2,"[53, 0]",9178
1,[38],9182
3,"[13, 13, 13]",9194
16,"[60, 55, 47, 59, 80, 58, 9, 62, 79, 53, 65, 25, 24, 20, 36, 80]",9203
6,"[19, 19, 69, 76, 82, 54]",9208
1,[1],9213
1,[55],9221
1,[62],9226
1,[52],9234
1,[17],9238
1,[83],9242
2,"[48, 65]",9249
1,[29],9254
1,[31],9261
1,[61],9265
1,[46],9270
2,"[2, 20]",9276
1,[83],9280
3,"[6, 67, 6]",9288
3,"[41, 1, 59]",9295
2,"[5, 5]",9300
1,[34],9304
3,"[46, 46, 46]",9309
1,[57],9322
1,[35],9328
1,[59],9333
9,"[74, 78, 76, 72, 74, 77, 74, 74, 80]",9337
1,[10],9341
1,[9],9348
1,[59],9353
5,"[27, 25, 25, 20, 55]",9360
1,[69],9364
5,"[26, 10, 18, 49, 77]",9369
1,[34],9373
1,[16],9377
2,"[84, 84]",9383
2,"[14, 14]",9389
1,[34],9393
1,[4],9403
2,"[59, 28]",9412
2,"[51, 51]",9419
5,"[60, 36, 61, 54, 20]",9424
2,"[81, 81]",9432
1,[3],9435
2,"[40, 1]",9444
1,[82],9450
1,[17],9455
2,"[81, 81]",9461
8,"[34, 17, 5, 27, 28, 18, 17, 17]",9467
3,"[44, 44, 44]",9473
1,[86],9481
1,[16],9487
1,[57],9491
3,"[43, 35, 16]",9503
1,[48],9512
4,"[47, 49, 27, 54]",9519
2,"[33, 35]",9524
5,"[18, 27, 27, 28, 24]",9529
1,[18],9535
4,"[23, 4, 10, 27]",9545
5,"[33, 27, 32, 35, 24]",9550
1,[13],9558
1,[15],9562
1,[72],9568
1,[56],9572
2,"[30, 30]",9579
2,"[40, 40]",9585
1,[71],9590
1,[13],9597
1,[9],9601
1,[27],9610
2,"[8, 8]",9614
2,"[85, 81]",9618
2,"[30, 2]",9622
7,"[28, 36, 28, 28, 17, 68, 28]",9630
2,"[16, 17]",9632
2,"[35, 62]",9634
1,[16],9639
9,"[58, 44, 45, 59, 11, 45, 58, 45, 45]",9644
1,[47],9649
1,[13],9655
1,[54],9661
1,[20],9665
1,[30],9671
1,[17],9676
8,"[2, 44, 25, 70, 13, 8, 55, 77]",9678
1,[17],9682
1,[16],9687
4,"[17, 3, 9, 15]",9695
1,[6],9699
8,"[60, 66, 46, 64, 77, 82, 73, 82]",9705
2,"[24, 30]",9710
2,"[65, 46]",9718
2,"[22, 22]",9723
1,[48],9728
1,[37],9733
1,[11],9739
1,[47],9744
1,[44],9747
2,"[69, 78]",9751
1,[48],9757
4,"[7, 14, 26, 20]",9765
1,[49],9771
7,"[47, 50, 64, 51, 71, 30, 9]",9780
2,"[58, 59]",9786
2,"[61, 0]",9793
1,[28],9797
1,[2],9806
12,"[59, 30, 24, 27, 54, 33, 61, 76, 48, 71, 21, 70]",9810
1,[29],9816
1,[74],9823
1,[45],9829
1,[16],9838
1,[84],9845
3,"[42, 75, 16]",9849
1,[43],9853
1,[85],9857
3,"[75, 75, 75]",9861
13,"[77, 78, 64, 76, 66, 82, 60, 20, 46, 75, 30, 82, 73]",9865
1,[20],9869
3,"[54, 54, 54]",9876
3,"[73, 83, 82]",9881
3,"[33, 16, 30]",9885
2,"[78, 32]",9890
5,"[73, 32, 24, 72, 32]",9895
22,"[47, 40, 56, 76, 46, 20, 24, 59, 28, 65, 52, 47, 66, 62, 57, 48, 30, 62, 43, 1, 61, 62]",9902
4,"[45, 27, 55, 54]",9909
2,"[76, 55]",9916
1,[55],9923
1,[57],9933
1,[3],9941
6,"[35, 59, 52, 27, 64, 26]",9948
1,[62],9954
1,[18],9961
2,"[30, 46]",9970
1,[78],9976
1,[74],9981
9,"[21, 72, 32, 13, 24, 32, 7, 5, 7]",9988
2,"[13, 5]",9993
1,[44],10001
1,[13],10005
1,[27],10012
2,"[32, 54]",10018
9,"[37, 37, 17, 17, 29, 79, 86, 27, 81]",10023
6,"[75, 51, 53, 59, 22, 59]",10031
11,"[62, 38, 38, 26, 26, 38, 49, 62, 46, 59, 48]",10036
1,[27],10043
1,[85],10049
3,"[12, 32, 33]",10056
1,[27],10061
1,[15],10069
4,"[30, 70, 44, 43]",10077
3,"[63, 7, 40]",10083
4,"[14, 47, 44, 62]",10092
1,[78],10100
21,"[31, 53, 34, 85, 61, 20, 52, 52, 20, 2, 6, 52, 60, 21, 37, 66, 64, 31, 33, 58, 13]",10107
4,"[65, 76, 6, 77]",10114
7,"[34, 32, 84, 35, 51, 53, 15]",10124
3,"[41, 17, 1]",10130
2,"[31, 55]",10136
1,[17],10142
1,[5],10148
1,[82],10155
4,"[33, 34, 0, 43]",10162
2,"[48, 5]",10174
1,[4],10181
1,[10],10187
3,"[67, 47, 14]",10191
1,[10],10197
1,[57],10207
88,"[59, 1, 65, 38, 77, 59, 12, 2, 0, 46, 46, 42, 59, 65, 34, 59, 54, 54, 11, 64, 41, 77, 60, 55, 82, 59, 54, 36, 57, 3, 38, 17, 55, 55, 26, 40, 18, 59, 54, 18, 70, 30, 59, 3, 25, 60, 79, 62, 67, 67, 34, 5, 14, 86, 15, 39, 85, 56, 38, 63, 48, 78, 66, 38, 38, 77, 6, 63, 38, 67, 2, 59, 47, 76, 3, 66, 10, 67, 72, 80, 6, 8, 20, 59, 44, 54, 16, 43]",10215
1,[54],10223
1,[41],10234
1,[85],10240
2,"[53, 8]",10247
2,"[29, 29]",10254
3,"[9, 9, 53]",10262
1,[31],10269
2,"[58, 29]",10277
1,[4],10282
2,"[27, 32]",10290
2,"[33, 65]",10297
1,[65],10301
2,"[51, 17]",10308
2,"[26, 52]",10313
2,"[14, 72]",10320
2,"[76, 63]",10327
1,[38],10333
3,"[41, 48, 47]",10339
4,"[71, 71, 14, 14]",10346
3,"[59, 45, 79]",10354
6,"[31, 58, 43, 63, 28, 27]",10363
1,[80],10369
23,"[65, 24, 28, 34, 36, 58, 5, 16, 50, 63, 56, 57, 78, 23, 79, 10, 43, 40, 27, 28, 63, 75, 81]",10375
5,"[74, 74, 74, 74, 74]",10382
1,[57],10388
6,"[76, 76, 76, 76, 76, 69]",10396
1,[19],10402
1,[74],10410
1,[62],10416
3,"[56, 62, 56]",10422
6,"[80, 16, 72, 15, 66, 14]",10428
9,"[10, 10, 59, 9, 5, 60, 34, 10, 28]",10433
1,[10],10437
1,[43],10443
1,[3],10452
1,[2],10459
1,[18],10465
2,"[44, 26]",10472
1,[14],10478
3,"[47, 78, 10]",10485
2,"[47, 47]",10492
1,[85],10500
10,"[44, 16, 17, 68, 36, 3, 50, 49, 51, 17]",10509
1,[12],10515
7,"[57, 62, 52, 62, 62, 62, 62]",10523
1,[69],10527
1,[46],10531
1,[39],10533
2,"[42, 70]",10538
5,"[34, 34, 34, 34, 34]",10543
2,"[39, 39]",10552
5,"[49, 47, 24, 35, 34]",10555
6,"[40, 46, 43, 42, 54, 16]",10563
1,[47],10570
2,"[66, 63]",10578
1,[83],10585
1,[39],10596
1,[27],10599
1,[15],10606
4,"[70, 37, 42, 42]",10611
1,[41],10619
15,"[68, 3, 63, 56, 11, 11, 6, 56, 27, 13, 1, 53, 54, 46, 71]",10624
1,[35],10628
1,[20],10635
2,"[59, 59]",10641
4,"[17, 17, 17, 17]",10646
2,"[10, 10]",10653
1,[10],10659
1,[55],10662
5,"[39, 13, 11, 72, 10]",10667
1,[57],10672
4,"[2, 15, 4, 29]",10686
1,[20],10691
2,"[25, 68]",10700
1,[40],10704
1,[24],10710
1,[16],10718
2,"[18, 35]",10724
1,[18],10727
1,[86],10732
2,"[74, 3]",10739
1,[59],10746
1,[63],10753
1,[40],10759
1,[62],10768
8,"[59, 56, 11, 45, 11, 7, 4, 9]",10776
1,[59],10780
1,[65],10790
1,[29],10799
5,"[55, 80, 80, 20, 55]",10806
1,[18],10813
3,"[55, 9, 55]",10817
4,"[7, 0, 7, 7]",10826
5,"[71, 35, 56, 31, 59]",10834
1,[12],10841
1,[32],10849
1,[1],10856
1,[47],10868
1,[66],10872
1,[61],10877
4,"[59, 49, 59, 50]",10884
1,[78],10889
5,"[82, 6, 6, 31, 11]",10893
1,[68],10897
1,[41],10905
1,[54],10911
8,"[67, 21, 73, 32, 44, 76, 55, 30]",10918
1,[27],10924
1,[21],10931
1,[21],10939
3,"[64, 64, 64]",10944
2,"[16, 30]",10949
3,"[11, 16, 11]",10955
1,[83],10962
1,[76],10968
2,"[51, 51]",10979
1,[59],10986
3,"[3, 36, 16]",10994
1,[57],10998
1,[11],11004
1,[44],11011
1,[85],11021
2,"[1, 1]",11026
1,[38],11031
26,"[85, 83, 69, 77, 86, 76, 76, 63, 83, 77, 83, 69, 76, 77, 63, 63, 69, 85, 69, 76, 69, 76, 76, 76, 86, 77]",11038
22,"[62, 39, 53, 52, 39, 22, 30, 52, 47, 44, 48, 50, 44, 77, 67, 44, 59, 59, 20, 41, 55, 75]",11042
1,[27],11047
5,"[14, 48, 17, 56, 15]",11052
1,[19],11055
16,"[54, 65, 15, 60, 15, 58, 18, 15, 60, 13, 57, 59, 60, 6, 83, 15]",11059
1,[27],11064
6,"[49, 62, 55, 55, 47, 15]",11070
1,[16],11075
1,[32],11080
1,[63],11087
1,[42],11093
1,[50],11099
2,"[62, 55]",11105
1,[82],11112
1,[84],11119
1,[66],11124
1,[59],11133
1,[51],11141
4,"[16, 16, 16, 16]",11145
3,"[5, 62, 64]",11149
1,[6],11154
2,"[82, 83]",11157
3,"[55, 80, 55]",11162
2,"[39, 39]",11168
3,"[65, 65, 65]",11171
2,"[65, 65]",11175
1,[19],11181
1,[55],11187
2,"[20, 38]",11194
1,[81],11203
6,"[15, 86, 59, 75, 77, 26]",11213
1,[27],11218
4,"[16, 77, 77, 77]",11226
3,"[78, 84, 83]",11230
1,[13],11235
22,"[30, 68, 36, 33, 56, 66, 28, 47, 47, 2, 40, 22, 79, 54, 4, 34, 62, 33, 4, 22, 27, 65]",11240
2,"[3, 16]",11246
1,[26],11251
1,[12],11257
18,"[26, 38, 47, 57, 49, 20, 66, 49, 49, 10, 26, 58, 57, 46, 66, 40, 66, 66]",11263
1,[27],11269
1,[18],11278
1,[57],11284
1,[73],11291
5,"[26, 15, 54, 66, 57]",11296
1,[84],11304
1,[54],11310
1,[59],11316
1,[82],11322
1,[48],11329
1,[11],11337
1,[54],11345
2,"[1, 6]",11352
1,[25],11359
1,[49],11367
2,"[27, 25]",11375
6,"[86, 70, 74, 84, 37, 80]",11381
2,"[26, 10]",11388
13,"[36, 1, 49, 78, 23, 52, 21, 16, 21, 32, 59, 32, 22]",11396
5,"[82, 50, 73, 59, 83]",11404
1,[49],11411
1,[17],11419
5,"[76, 28, 60, 17, 13]",11426
9,"[19, 13, 50, 13, 31, 16, 21, 3, 37]",11436
1,[59],11442
3,"[73, 46, 82]",11449
2,"[84, 76]",11457
1,[12],11465
30,"[75, 2, 31, 62, 34, 58, 35, 26, 66, 36, 22, 33, 29, 46, 57, 30, 45, 66, 54, 48, 82, 34, 24, 27, 20, 49, 32, 55, 67, 73]",11473
1,[66],11481
2,"[73, 54]",11488
1,[42],11496
1,[44],11502
1,[7],11511
8,"[59, 64, 30, 51, 2, 55, 44, 30]",11520
6,"[53, 54, 13, 56, 27, 80]",11528
2,"[66, 8]",11536
1,[2],11546
1,[69],11553
1,[59],11561
3,"[65, 62, 29]",11568
1,[47],11576
2,"[48, 61]",11582
2,"[81, 47]",11590
3,"[17, 47, 48]",11595
1,[82],11601
5,"[23, 7, 23, 36, 36]",11603
1,[41],11606
1,[39],11611
8,"[2, 17, 44, 15, 43, 17, 14, 81]",11615
3,"[47, 48, 14]",11620
5,"[28, 28, 28, 28, 17]",11624
1,[36],11629
3,"[54, 77, 47]",11637
3,"[47, 64, 69]",11642
6,"[56, 22, 52, 22, 59, 34]",11649
2,"[50, 50]",11655
1,[21],11662
2,"[56, 56]",11671
2,"[78, 78]",11680
2,"[50, 50]",11688
4,"[17, 17, 17, 17]",11696
2,"[27, 27]",11701
1,[52],11706
1,[72],11709
4,"[63, 33, 33, 85]",11713
2,"[37, 1]",11717
1,[9],11722
2,"[10, 10]",11725
1,[31],11728
1,[14],11737
2,"[59, 3]",11742
1,[13],11746
2,"[18, 18]",11753
2,"[31, 31]",11760
2,"[39, 16]",11768
8,"[27, 68, 52, 63, 16, 37, 73, 43]",11775
1,[27],11786
1,[68],11794
1,[20],11806
2,"[10, 10]",11818
1,[53],11822
1,[62],11830
1,[27],11834
2,"[59, 39]",11840
2,"[85, 2]",11843
6,"[52, 61, 57, 57, 52, 62]",11848
2,"[60, 61]",11852
1,[50],11858
1,[44],11863
1,[53],11870
1,[48],11876
1,[23],11886
2,"[27, 8]",11892
1,[59],11899
1,[45],11902
1,[75],11907
1,[51],11912
1,[4],11917
4,"[86, 83, 83, 84]",11921
3,"[7, 34, 32]",11926
1,[33],11931
1,[5],11939
1,[41],11944
1,[38],11949
2,"[12, 22]",11954
4,"[34, 34, 34, 34]",11958
1,[58],11963
2,"[81, 74]",11967
18,"[31, 17, 1, 31, 27, 77, 66, 21, 29, 35, 33, 23, 20, 17, 77, 3, 35, 75]",11974
3,"[27, 45, 48]",11981
1,[57],11985
2,"[47, 47]",11995
49,"[27, 59, 31, 13, 43, 13, 35, 34, 36, 43, 65, 2, 15, 64, 29, 3, 64, 16, 38, 4, 17, 17, 14, 35, 47, 61, 34, 67, 27, 47, 60, 39, 20, 33, 54, 39, 21, 56, 55, 59, 25, 54, 6, 21, 58, 1, 24, 33, 23]",12000
1,[39],12005
1,[43],12012
6,"[59, 27, 20, 27, 17, 49]",12016
1,[54],12021
4,"[27, 55, 45, 55]",12025
2,"[36, 36]",12030
2,"[55, 52]",12036
3,"[71, 69, 80]",12039
1,[82],12045
1,[27],12051
2,"[33, 33]",12055
1,[9],12059
1,[38],12064
4,"[67, 67, 67, 67]",12071
3,"[41, 22, 1]",12076
1,[78],12081
11,"[24, 9, 34, 23, 17, 9, 5, 23, 10, 28, 14]",12084
2,"[25, 47]",12090
1,[59],12095
1,[20],12102
2,"[45, 47]",12109
1,[6],12114
1,[85],12120
2,"[72, 82]",12127
1,[54],12133
6,"[28, 24, 24, 28, 24, 28]",12138
2,"[3, 6]",12147
2,"[65, 65]",12151
6,"[27, 18, 16, 47, 49, 33]",12157
1,[24],12164
1,[85],12174
1,[44],12180
3,"[51, 51, 17]",12188
1,[81],12191
1,[55],12196
1,[44],12203
2,"[57, 55]",12208
1,[44],12218
1,[20],12227
3,"[80, 80, 80]",12233
49,"[43, 16, 6, 30, 16, 54, 34, 16, 30, 2, 13, 31, 13, 36, 31, 54, 3, 13, 15, 7, 43, 24, 1, 32, 69, 3, 40, 46, 58, 29, 76, 18, 18, 16, 26, 64, 56, 60, 21, 17, 4, 9, 42, 26, 34, 5, 42, 62, 1]",12239
5,"[77, 53, 30, 53, 26]",12245
1,[43],12254
2,"[5, 5]",12262
1,[6],12266
9,"[11, 71, 13, 68, 69, 7, 68, 10, 40]",12270
1,[2],12272
1,[86],12276
8,"[17, 14, 37, 46, 77, 62, 28, 16]",12279
1,[29],12284
191,"[86, 35, 35, 36, 33, 43, 84, 86, 84, 85, 34, 33, 38, 2, 40, 32, 43, 35, 36, 42, 39, 34, 34, 1, 33, 39, 35, 32, 35, 38, 35, 37, 85, 42, 40, 53, 32, 59, 20, 74, 59, 74, 19, 59, 74, 19, 59, 74, 18, 59, 60, 18, 73, 19, 36, 20, 59, 23, 56, 82, 76, 56, 22, 57, 9, 22, 57, 9, 58, 21, 21, 21, 58, 21, 73, 23, 61, 17, 66, 15, 66, 12, 66, 70, 66, 65, 12, 14, 67, 14, 67, 14, 67, 67, 13, 65, 64, 16, 62, 72, 17, 62, 62, 62, 16, 11, 72, 63, 16, 71, 16, 63, 71, 16, 64, 62, 56, 23, 55, 29, 29, 29, 29, 29, 47, 81, 81, 28, 28, 47, 28, 47, 47, 27, 77, 28, 48, 30, 81, 31, 31, 44, 3, 44, 44, 44, 45, 31, 44, 44, 44, 30, 82, 45, 30, 30, 48, 5, 52, 26, 49, 25, 6, 53, 25, 25, 54, 54, 54, 54, 24, 54, 77, 55, 52, 26, 59, 51, 51, 26, 27, 26, 27, 27, 27, 79, 27, 27, 27, 49, 26]",12289
1,[22],12293
1,[61],12298
1,[36],12301
5,"[0, 6, 3, 46, 69]",12309
2,"[45, 49]",12312
1,[22],12318
1,[10],12324
1,[17],12334
3,"[54, 54, 54]",12338
